"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa","lcom3"
"org.jkiss.dbeaver.tasks.ui.ExecuteToolHandler",47,4,3,5,13,6,1,8,3,0.6666666666666666
"org.jkiss.dbeaver.ui.LinuxKeyboardArrowsListener",47,4,3,11,7,1,2,2,3,0.6666666666666666
"org.jkiss.dbeaver.ui.data.managers.BaseValueManager",47,3,3,5,15,11,12,12,1,1.0
"org.jkiss.dbeaver.ext.oracle.data.OracleCLOBValueHandler",47,2,1,8,12,9,2,13,2,1.5
"org.jkiss.dbeaver.tasks.ui.view.TaskHandlerEdit",47,2,2,6,15,6,0,8,0,0.0
"org.jkiss.dbeaver.ext.postgresql.model.impls.yellowbrick.YellowBrickUtils",47,1,1,7,8,7,0,9,2,0.0
"org.jkiss.dbeaver.model.access.DBAAuthProfile",46,11,11,11,3,3,4,4,4,0.85
"org.jkiss.dbeaver.debug.core.model.DatabaseVariable",46,10,10,10,4,1,1,3,1,1.0
"org.jkiss.dbeaver.ui.editors.sql.plan.registry.SQLPlanViewDescriptor",46,8,8,8,6,5,2,6,6,0.6428571428571429
"org.jkiss.dbeaver.erd.ui.internal.ERDUIActivator",46,7,7,7,7,2,14,5,4,0.75
"org.jkiss.dbeaver.model.impl.AbstractExecutionSource",46,7,7,7,6,4,12,5,5,0.6666666666666666
"org.jkiss.dbeaver.ext.firebird.edit.FireBirdProcedureManager",46,6,1,8,10,8,0,10,0,0.0
"org.jkiss.dbeaver.ext.mysql.tasks.MySQLToolTableCheckSettings",46,6,6,6,7,5,1,8,1,1.0
"org.jkiss.dbeaver.ext.oracle.model.OracleGlobalObject",46,6,5,6,5,3,0,5,3,0.8
"org.jkiss.dbeaver.model.struct.DBSEntityType",46,6,6,6,2,2,26,3,15,0.0
"org.jkiss.dbeaver.ui.SharedFonts",46,6,6,7,7,1,3,3,1,1.2
"org.jkiss.dbeaver.erd.ui.policy.AttributeConnectionEditPolicy",46,5,1,8,8,2,1,4,1,1.0
"org.jkiss.dbeaver.erd.ui.figures.AttributeListFigure",46,4,4,6,9,3,3,5,0,0.0
"org.jkiss.dbeaver.lang.parser.KeywordRule",46,4,2,10,8,2,1,7,2,1.0
"org.jkiss.dbeaver.ui.data.editors.DateTimeInlineEditor",46,4,3,7,11,5,1,6,1,1.0
"org.jkiss.dbeaver.ui.editors.sql.plan.registry.SQLPlanViewRegistry",46,4,3,9,8,0,2,1,4,0.5833333333333334
"org.jkiss.dbeaver.ext.mssql.model.generic.SQLServerGenericSynonym",46,3,3,5,12,10,1,13,2,0.75
"org.jkiss.dbeaver.ext.postgresql.debug.internal.impl.PostgreDebugController",46,3,3,5,8,7,1,9,1,1.0
"org.jkiss.dbeaver.ui.editors.NodeEditorInputFactory",46,3,3,6,9,6,0,8,3,0.5
"org.jkiss.dbeaver.ui.navigator.NavigatorPropertyTester",46,3,2,11,5,2,0,4,3,0.5
"org.jkiss.dbeaver.erd.ui.action.DiagramExportAction",46,2,2,3,13,7,0,9,3,0.0
"org.jkiss.dbeaver.ext.exasol.ui.tools.ExasolExportTableTool",46,2,2,6,14,9,0,10,0,0.0
"org.jkiss.dbeaver.ext.generic.views.GenericTableForeignKeyConfigurator",46,2,1,1,10,9,0,10,0,0.0
"org.jkiss.dbeaver.model.connection.DataSourceVariableResolver",46,2,2,16,2,2,4,4,2,0.5
"org.jkiss.dbeaver.ui.ActionBars",46,2,2,10,4,0,1,1,0,0.0
"org.jkiss.dbeaver.ui.controls.querylog.QueryLogCommandHandler",46,2,2,9,8,1,0,3,0,0.0
"org.jkiss.dbeaver.ext.oracle.ui.config.OracleIndexConfigurator",46,1,1,3,13,12,0,13,0,0.0
"org.jkiss.dbeaver.model.impl.jdbc.data.handlers.JDBCStandardValueHandlerProvider",46,1,1,15,6,5,4,7,1,0.0
"org.jkiss.dbeaver.tasks.ui.internal.TaskUIMessages",46,1,0,1,1,0,8,1,37,0.0
"org.jkiss.dbeaver.ui.controls.resultset.generator.SQLGeneratorDeleteFromData",46,1,1,10,10,9,0,11,0,0.0
"org.jkiss.dbeaver.model.task.DBTTaskManager",45,16,16,16,7,2,5,2,0,0.0
"org.jkiss.dbeaver.registry.EclipseApplicationImpl",45,9,9,9,5,3,1,4,0,0.0
"org.jkiss.dbeaver.ui.controls.autorefresh.RefreshSettings",45,9,8,12,2,1,3,2,4,0.8125
"org.jkiss.dbeaver.tools.transfer.stream.exporter.StreamExporterAbstract",45,7,3,8,8,5,11,7,2,0.9166666666666666
"org.jkiss.dbeaver.ext.vertica.model.VerticaConstraint",45,7,7,7,6,4,2,6,3,0.8333333333333334
"org.jkiss.dbeaver.model.qm.QMMetaEvent",45,7,7,8,1,1,3,1,4,0.75
"org.jkiss.dbeaver.registry.maven.MavenArtifactDependency",45,7,7,8,4,0,2,1,5,0.6666666666666666
"org.jkiss.dbeaver.debug.core.breakpoints.DatabaseBreakpoint",45,6,4,8,10,5,1,8,0,0.0
"org.jkiss.dbeaver.model.sql.registry.SQLCommandsRegistry",45,6,4,9,7,0,5,2,3,0.8666666666666666
"org.jkiss.dbeaver.ui.controls.autorefresh.AutoRefreshConfigDialog",45,6,4,4,8,3,1,4,2,0.9
"org.jkiss.dbeaver.model.impl.struct.AbstractStructDataType",45,5,5,9,10,7,1,10,0,0.0
"org.jkiss.dbeaver.registry.GlobalEventManagerImpl",45,5,4,7,7,3,1,5,3,0.9166666666666667
"org.jkiss.dbeaver.erd.ui.action.DiagramToggleHandAction",45,4,4,6,10,4,0,7,4,0.5
"org.jkiss.dbeaver.model.sql.analyzer.builder.TableAttributeContainerBuilder",45,4,4,4,12,7,1,8,1,1.0
"org.jkiss.dbeaver.erd.ui.editor.ERDEditorContextMenuProvider",45,3,2,7,9,4,1,7,1,1.0
"org.jkiss.dbeaver.ext.oracle.data.QueryTransformerRowNum",45,3,3,6,9,6,0,8,3,0.5
"org.jkiss.dbeaver.ui.navigator.actions.links.LinkFolderHandler",45,3,1,4,15,1,0,3,0,0.0
"org.jkiss.dbeaver.ext.generic.views.GenericTablePrimaryKeyConfigurator",45,2,1,1,10,10,0,11,0,0.0
"org.jkiss.dbeaver.lang.sql.SQLNodeParser",45,2,1,9,10,5,1,6,0,0.0
"org.jkiss.dbeaver.model.impl.data.transformers.ComplexTypeAttributeTransformer",45,2,1,7,16,12,0,14,0,0.0
"org.jkiss.dbeaver.registry.driver.DriverClassLoader",45,2,1,14,6,2,1,5,1,1.0
"org.jkiss.dbeaver.model.impl.AbstractResultSet",44,9,6,9,6,6,2,7,3,0.875
"org.jkiss.dbeaver.registry.maven.MavenProfile",44,9,9,10,4,0,2,0,6,0.7916666666666667
"org.jkiss.dbeaver.lang.SCMLeafNode",44,8,8,8,2,0,6,2,3,0.8571428571428571
"org.jkiss.dbeaver.model.connection.LocalNativeClientLocation",44,8,8,9,3,1,6,4,2,0.9285714285714286
"org.jkiss.dbeaver.ext.mssql.model.SQLServerDatabaseTrigger",44,7,7,7,7,4,1,6,0,0.0
"org.jkiss.dbeaver.ext.postgresql.PostgreUIActivator",44,7,6,7,7,0,0,2,4,0.75
"org.jkiss.dbeaver.registry.task.TaskFolderImpl",44,7,7,7,6,3,2,4,3,0.8333333333333334
"org.jkiss.dbeaver.model.struct.rdb.DBSIndexType",44,6,6,6,3,2,42,4,7,0.4
"org.jkiss.dbeaver.ui.editors.sql.registry.SQLPresentationRegistry",44,6,4,10,6,1,2,3,3,0.8666666666666666
"org.jkiss.dbeaver.ext.postgresql.model.PostgreClass",44,5,5,5,3,2,4,7,16,0.0
"org.jkiss.dbeaver.model.impl.data.formatters.BinaryFormatterHex",44,5,4,9,2,2,6,6,1,1.0
"org.jkiss.dbeaver.runtime.jobs.DisconnectJob",44,5,3,5,6,4,3,6,2,0.875
"org.jkiss.dbeaver.ext.postgresql.model.PostgreServerExtensionBaseTest",44,5,4,5,8,1,0,2,3,0.75
"org.jkiss.dbeaver.ext.firebird.model.FireBirdSequence",44,4,4,5,12,10,1,12,1,1.0
"org.jkiss.dbeaver.ext.denodo.DenodoDataSourceProvider",44,3,3,4,12,11,0,13,1,1.0
"org.jkiss.dbeaver.ext.exasol.ui.editors.ExasolLockEditor",44,3,0,1,14,9,0,11,2,0.75
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetFilterContentAdapter",44,2,2,11,6,3,1,6,1,1.0
"org.jkiss.dbeaver.model.gis.GisTransformRequest",43,9,9,10,1,0,1,0,5,0.75
"org.jkiss.dbeaver.model.sql.format.tokenized.FormatterToken",43,9,9,9,0,0,21,0,3,0.875
"org.jkiss.dbeaver.ui.controls.folders.TabbedFolderInfo",43,9,9,9,1,1,2,1,6,0.6875
"org.jkiss.dbeaver.ext.postgresql.debug.internal.impl.PostgreDebugStackFrame",43,8,8,8,1,1,1,3,5,0.7142857142857143
"org.jkiss.dbeaver.tasks.ui.sql.script.SQLScriptTaskConfigurationWizard",43,7,6,7,9,7,1,8,2,1.0
"org.jkiss.dbeaver.ext.postgresql.model.PostgreInformation",43,7,6,7,4,2,9,5,1,1.0
"org.jkiss.dbeaver.ext.vertica.model.VerticaTableColumn",43,7,7,7,5,2,1,3,0,0.0
"org.jkiss.dbeaver.model.impl.jdbc.data.JDBCRowId",43,7,7,8,4,3,1,4,2,0.9166666666666666
"org.jkiss.dbeaver.ui.DBIconBinary",43,7,7,8,5,2,2,3,3,0.8333333333333334
"org.jkiss.dbeaver.ext.db2.model.DB2GlobalObject",43,6,5,6,5,3,5,5,3,0.8
"org.jkiss.dbeaver.ext.oracle.tasks.OracleToolTableValidateStructureSettings",43,6,6,6,7,5,1,8,1,1.0
"org.jkiss.dbeaver.model.data.DBDLabelValuePair",43,6,6,12,2,1,9,3,2,0.9
"org.jkiss.dbeaver.ui.editors.object.ObjectEditorInput",43,6,6,7,7,5,1,8,1,1.0
"org.jkiss.dbeaver.ui.app.standalone.update.CheckForUpdateAction",43,5,5,6,8,1,2,3,3,0.75
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLContextTypeAbstract",43,5,2,5,4,2,3,4,0,0.0
"org.jkiss.dbeaver.ext.db2.manager.DB2UniqueKeyManager",43,4,4,5,11,8,0,10,2,1.3333333333333333
"org.jkiss.dbeaver.ext.mssql.edit.SQLServerUniqueKeyManager",43,4,2,4,12,10,0,11,0,0.0
"org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksSelectorDialog",43,4,2,4,10,4,0,5,3,0.888888888888889
"org.jkiss.dbeaver.ui.editors.json.JSONFormattingStrategy",43,4,4,5,7,1,1,2,2,0.8333333333333334
"org.jkiss.dbeaver.ui.editors.sql.registry.SQLConverterRegistry",43,4,3,9,7,0,2,1,4,0.6666666666666666
"org.jkiss.dbeaver.ui.gis.panel.GISViewerConfigurationDialog",43,3,1,3,15,8,0,9,3,0.5
"org.jkiss.dbeaver.ext.db2.model.cache.DB2RoutineCache",43,3,1,4,11,8,0,10,4,0.875
"org.jkiss.dbeaver.ext.postgresql.model.impls.redshift.RedshiftGeometryValueHandler",43,3,1,9,10,6,2,8,1,1.5
"org.jkiss.dbeaver.ext.postgresql.ui.config.PostgreEnumValueManager",43,3,0,8,10,7,0,9,0,0.0
"org.jkiss.dbeaver.ext.greenplum.model.GreenplumDataSource",43,2,2,9,11,8,3,9,2,0.5
"org.jkiss.dbeaver.ext.mssql.ui.config.SQLServerForeignKeyConfigurator",43,2,1,1,8,8,0,9,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.handlers.SQLEditorHandlerMaximizeResultsPanel",43,2,2,8,12,3,0,5,0,0.0
"org.jkiss.dbeaver.ui.editors.entity.handlers.RedoChangesHandler",43,2,2,8,13,3,0,5,0,0.0
"org.jkiss.dbeaver.ui.editors.entity.handlers.UndoChangesHandler",43,2,2,8,13,3,0,5,0,0.0
"org.jkiss.dbeaver.ext.test.handlers.HandlerConnectionValidate",43,2,1,6,11,4,0,7,0,0.0
"org.jkiss.dbeaver.erd.ui.navigator.ViewDiagramHandler",43,1,1,6,14,9,0,11,0,0.0
"org.jkiss.dbeaver.ext.postgresql.ui.config.PostgreConstraintConfigurator",43,1,1,4,10,10,0,11,0,0.0
"org.jkiss.dbeaver.model.impl.SimpleTypedObject",42,9,9,9,2,1,2,3,2,1.0
"org.jkiss.dbeaver.runtime.DBeaverNotifications",42,9,9,9,3,1,11,4,5,0.8
"org.jkiss.dbeaver.ui.actions.datasource.UIServiceConnectionsImpl",42,7,7,7,10,9,0,11,1,1.0
"org.jkiss.dbeaver.ext.firebird.model.plan.FireBirdPlanNode",42,7,7,7,6,2,1,3,3,0.8333333333333334
"org.jkiss.dbeaver.ext.mysql.model.MySQLTableConstraintBase",42,7,7,7,11,9,1,12,0,0.0
"org.jkiss.dbeaver.ext.generic.model.GenericTableType",42,6,6,6,4,2,1,3,2,0.9
"org.jkiss.dbeaver.ext.generic.model.meta.GenericMetaColumn",42,6,6,8,2,1,2,3,4,0.7
"org.jkiss.dbeaver.ext.postgresql.model.PostgreGenericTrigger",42,6,6,6,7,5,1,6,4,0.7
"org.jkiss.dbeaver.ext.postgresql.model.PostgreTablePartition",42,6,6,6,9,5,0,7,3,0.8
"org.jkiss.dbeaver.ext.postgresql.model.PostgreView",42,6,6,6,8,4,2,5,0,0.0
"org.jkiss.dbeaver.model.net.ssh.registry.SSHImplementationDescriptor",42,6,6,6,7,6,4,7,5,0.6
"org.jkiss.dbeaver.registry.driver.RemoteNativeClientLocation",42,6,6,8,6,5,2,7,1,1.0
"org.jkiss.dbeaver.tasks.ui.nativetool.AbstractNativeScriptExecuteWizard",42,6,3,6,11,5,3,7,0,0.0
"org.jkiss.dbeaver.ext.db2.model.security.DB2AuthSequence",42,5,5,5,10,8,1,9,2,0.875
"org.jkiss.dbeaver.ext.db2.model.security.DB2AuthVariable",42,5,5,5,10,8,1,9,2,0.875
"org.jkiss.dbeaver.ext.exasol.ui.config.ExasolUserQueryPassword",42,5,3,4,10,2,0,4,1,1.0
"org.jkiss.dbeaver.ext.oracle.internal.OracleActivator",42,5,5,6,7,5,0,6,3,0.75
"org.jkiss.dbeaver.ext.postgresql.ui.PostgreAuthPgPassConfigurator",42,5,5,5,10,5,0,7,1,1.0
"org.jkiss.dbeaver.lang.parser.BaseSourceScanner",42,5,5,5,9,3,1,6,0,0.0
"org.jkiss.dbeaver.erd.ui.navigator.DBNDiagramFolder",42,4,3,7,10,7,1,8,2,1.1666666666666667
"org.jkiss.dbeaver.model.impl.data.DefaultValueHandler",42,4,4,4,8,6,8,7,1,1.3333333333333333
"org.jkiss.dbeaver.model.struct.DBSDataContainer",42,4,4,4,9,7,50,8,10,0.9
"org.jkiss.dbeaver.core.DBeaverPreferencesInitializer",42,2,2,2,14,9,0,10,0,0.0
"org.jkiss.dbeaver.ext.postgresql.model.data.type.PostgreTypeHandlerProvider",42,2,1,17,6,4,3,4,0,0.0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerExpandAll",42,2,2,7,15,2,0,4,0,0.0
"org.jkiss.dbeaver.ext.mysql.ui.config.MySQLForeignKeyConfigurator",42,1,1,3,10,10,0,11,0,0.0
"org.jkiss.dbeaver.ext.oracle.ui.config.OracleForeignKeyConfigurator",42,1,1,3,10,10,0,11,0,0.0
"org.jkiss.utils.Pair",41,8,8,11,1,0,22,1,2,0.9285714285714286
"org.jkiss.dbeaver.ext.mssql.model.SQLServerTableTrigger",41,8,8,8,8,4,6,6,0,0.0
"org.jkiss.dbeaver.registry.driver.DriverLibraryRepository",41,7,5,9,4,2,4,5,1,1.0
"org.jkiss.dbeaver.registry.language.PlatformLanguageDescriptor",41,7,7,7,6,4,2,8,2,0.9166666666666666
"org.jkiss.dbeaver.ext.ui.locks.edit.AbstractLockEditor",41,6,5,9,6,4,3,6,1,1.0
"org.jkiss.dbeaver.ext.mssql.edit.SQLServerTableTypeManager",41,5,2,7,7,4,0,6,1,1.0
"org.jkiss.dbeaver.ext.oracle.model.OraclePrivRole",41,5,5,6,8,5,1,7,2,0.875
"org.jkiss.dbeaver.ext.oracle.model.OraclePrivUser",41,5,5,6,8,5,1,7,2,0.875
"org.jkiss.dbeaver.model.impl.jdbc.cache.JDBCLazyDataTypeCache",41,5,4,5,9,6,0,7,1,1.0
"org.jkiss.dbeaver.model.struct.rdb.DBSForeignKeyModifyRule",41,5,5,5,3,2,40,3,9,0.19444444444444442
"org.jkiss.dbeaver.ui.data.editors.ComplexValueInlineEditor",41,5,4,6,10,4,1,5,2,0.875
"org.jkiss.dbeaver.ext.bigquery.BigQueryDataSourceProvider",41,4,4,5,13,12,0,14,1,1.0
"org.jkiss.dbeaver.ext.mysql.ui.editors.MySQLEnumValueManager",41,4,1,7,11,7,0,9,0,0.0
"org.jkiss.dbeaver.ext.postgresql.model.fdw.FDWConfigRegistry",41,4,3,9,7,2,2,3,4,0.8333333333333334
"org.jkiss.dbeaver.lang.SCMRoot",41,4,3,8,3,0,1,2,2,0.8333333333333334
"org.jkiss.dbeaver.model.impl.DefaultServerOutputReader",41,4,3,11,8,2,2,6,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLFormattingStrategy",41,4,4,5,8,5,0,6,3,0.6666666666666666
"org.jkiss.dbeaver.ext.db2.data.DB2DecFloatValueHandler",41,3,1,6,11,8,1,9,1,1.0
"org.jkiss.dbeaver.registry.driver.DriverDescriptorSerializer",41,3,0,7,6,3,2,6,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.handlers.SQLEditorHandlerOpenDefaultSwitch",41,3,3,6,11,5,0,7,1,1.0
"org.jkiss.dbeaver.ui.editors.sql.log.SQLLogFilter",41,3,2,8,6,4,1,6,1,1.0
"org.jkiss.dbeaver.debug.jdbc.DBGJDBCWorker",41,2,1,2,10,5,1,7,4,0.0
"org.jkiss.dbeaver.ext.db2.manager.DB2RoutineManager",41,2,2,8,5,3,0,5,3,2.0
"org.jkiss.dbeaver.ext.db2.ui.config.DB2UniqueKeyConfigurator",41,2,1,1,12,10,0,11,1,1.0
"org.jkiss.dbeaver.tasks.ui.RecentTasksMenuContributor",41,2,1,4,14,9,0,10,1,1.0
"org.jkiss.dbeaver.ui.editors.binary.HexCommandHandler",41,1,1,7,10,1,0,2,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.handlers.SQLEditorHandlerExpandCollapseAllFoldings",41,1,1,8,7,1,0,3,4,0.0
"org.jkiss.dbeaver.model.sql.completion.SQLCompletionContext",40,15,15,15,10,6,4,6,3,0.9285714285714286
"org.jkiss.dbeaver.ext.postgresql.model.PostgreObjectPrivilege",40,6,6,8,7,4,0,7,2,0.9
"org.jkiss.dbeaver.model.sql.registry.SQLCommandHandlerDescriptor",40,6,6,6,5,4,6,5,6,0.5
"org.jkiss.dbeaver.ui.controls.CustomTextCellEditor",40,6,2,9,3,1,0,3,1,1.0
"org.jkiss.dbeaver.ui.project.EditProjectWizard",40,6,5,6,9,5,1,6,2,0.9
"org.jkiss.dbeaver.erd.ui.editor.ERDEditorAdapter",40,5,3,9,6,1,8,4,1,1.25
"org.jkiss.dbeaver.model.impl.data.BaseValueHandler",40,5,5,6,11,8,4,9,0,0.0
"org.jkiss.dbeaver.model.impl.jdbc.struct.JDBCTableConstraint",40,5,3,5,8,5,15,7,1,1.0
"org.jkiss.dbeaver.ui.navigator.actions.links.CreateLinkedResourcesRunnable",40,5,4,9,8,1,2,3,3,0.75
"org.jkiss.dbeaver.ext.postgresql.model.jdbc.PostgreResultSetMetaDataImpl",40,4,4,4,5,3,1,4,0,0.0
"org.jkiss.dbeaver.ui.data.editors.URLPreviewEditor",40,4,3,7,9,4,1,5,1,1.0
"org.jkiss.dbeaver.ui.navigator.actions.links.CreateLinkedFoldersRunnable",40,4,3,7,8,1,1,3,0,0.0
"org.jkiss.dbeaver.ext.oracle.oci.OracleHomeDescriptor",40,3,3,6,6,4,3,5,4,0.25
"org.jkiss.dbeaver.ext.spanner.model.SpannerDataSource",40,3,1,6,11,9,1,12,0,0.0
"org.jkiss.dbeaver.ext.exasol.ui.tools.ExasolImportTableTool",40,2,2,5,13,8,0,9,0,0.0
"org.jkiss.dbeaver.ext.oracle.model.OracleInsertReplaceMethodIgnore",40,2,2,5,12,9,0,13,1,1.0
"org.jkiss.dbeaver.ui.editors.text.handlers.AbstractCommentHandler",40,2,1,8,11,3,2,5,1,1.0
"org.jkiss.dbeaver.ui.controls.resultset.spreadsheet.SpreadsheetCommandHandler",40,2,2,7,7,3,0,5,2,0.5
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerFilterExclude",40,2,2,6,13,3,0,5,0,0.0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerFilterInclude",40,2,2,6,13,3,0,5,0,0.0
"org.jkiss.dbeaver.erd.ui.action.ERDEditorPropertyTester",40,1,1,8,4,1,0,2,7,0.0
"org.jkiss.dbeaver.ext.oracle.ui.config.OracleConstraintConfigurator",40,1,1,3,10,10,0,11,0,0.0
"org.jkiss.dbeaver.ext.generic.model.GenericStructContainer",39,25,25,25,8,5,32,7,0,0.0
"org.jkiss.dbeaver.model.sql.SQLDialectMetadata",39,19,19,19,6,3,10,3,0,0.0
"org.jkiss.dbeaver.model.impl.edit.DirectDatabasePersistAction",39,7,7,7,3,3,0,4,2,0.9166666666666666
"org.jkiss.dbeaver.model.text.parser.TPTokenAbstract",39,7,5,7,0,0,18,1,9,0.3333333333333333
"org.jkiss.dbeaver.tools.scripts.ScriptsImportData",39,6,6,6,3,2,1,2,5,0.6
"org.jkiss.dbeaver.model.exec.compile.DBCCompileError",39,6,6,7,0,0,4,0,4,0.7
"org.jkiss.dbeaver.model.connection.NativeClientLocationUtils",39,5,3,6,5,0,0,2,3,1.0
"org.jkiss.dbeaver.registry.NativeClientDescriptor",39,5,5,8,6,3,3,4,3,0.8333333333333333
"org.jkiss.dbeaver.ext.spanner.SpannerDataSourceProvider",39,4,4,5,11,10,1,12,2,0.8333333333333334
"org.jkiss.dbeaver.model.net.ssh.registry.SSHImplementationRegistry",39,4,3,8,5,0,4,0,2,1.0
"org.jkiss.dbeaver.ui.data.editors.BooleanInlineEditor",39,4,3,7,7,2,0,5,0,0.0
"org.jkiss.dbeaver.ui.editors.sql.syntax.SQLContentAssistant",39,4,2,6,3,2,0,4,1,1.0
"org.jkiss.dbeaver.ui.navigator.actions.node.NNAHDataSourceReadOnly",39,4,4,7,11,10,0,11,0,0.0
"org.jkiss.dbeaver.model.sql.analyzer.builder.TableContainerBuilder",39,4,4,4,10,6,1,7,1,1.0
"org.jkiss.utils.BOMInputStreamTest",39,4,2,6,6,1,0,3,0,0.0
"org.jkiss.dbeaver.ext.bigquery.model.BigQueryMetaModel",39,3,3,6,11,6,1,10,1,1.5
"org.jkiss.dbeaver.ext.oracle.oci.OCIClassLoader",39,3,3,6,3,1,0,4,2,0.75
"org.jkiss.dbeaver.ext.sqlite.edit.SQLiteTableManager",39,3,1,4,14,11,0,13,0,0.0
"org.jkiss.dbeaver.ui.controls.resultset.CollectionElementData",39,3,3,5,9,7,1,7,3,0.5
"org.jkiss.dbeaver.ui.data.managers.DateTimeValueManager",39,3,3,6,10,7,0,8,1,1.0
"org.jkiss.dbeaver.ext.db2.model.cache.DB2RoutineParmsCache",39,2,0,2,10,8,1,10,1,1.0
"org.jkiss.dbeaver.model.data.aggregate.FunctionMedian",39,2,2,6,4,1,0,4,2,1.0
"org.jkiss.dbeaver.model.net.ssh.SSHUtils",39,2,1,5,10,5,0,5,1,1.0
"org.jkiss.dbeaver.ui.contentassist.ContentAssistUtils",39,2,2,5,14,3,13,5,1,1.0
"org.jkiss.dbeaver.ui.contentassist.SmartTextContentAdapter",39,2,2,10,6,2,10,5,1,1.0
"org.jkiss.dbeaver.ui.editors.sql.templates.SQLDataTypeResolver",39,2,1,6,10,7,1,9,1,1.0
"org.jkiss.dbeaver.ext.oracle.ui.tools.maintenance.OracleToolGatherStatistics",39,1,1,3,14,9,0,10,0,0.0
"org.jkiss.dbeaver.ext.postgresql.tools.maintenance.PostgreToolVacuum",39,1,1,3,14,9,0,10,0,0.0
"org.jkiss.dbeaver.ui.app.standalone.ApplicationCSSManager",39,1,0,4,11,1,0,2,2,0.0
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerCreateFile",39,1,1,4,11,4,0,5,0,0.0
"org.jkiss.dbeaver.model.task.DBTTask",38,16,16,16,8,3,55,5,0,0.0
"org.jkiss.dbeaver.ext.db2.model.plan.DB2PlanNode",38,9,7,9,3,1,2,3,2,1.0
"org.jkiss.dbeaver.model.runtime.LoggingProgressMonitor",38,9,9,9,2,0,1,2,1,1.0
"org.jkiss.dbeaver.ui.navigator.database.load.TreeNodeSpecial",38,9,8,9,4,2,10,3,3,0.9166666666666666
"org.jkiss.dbeaver.model.impl.VoidExecutionContextDefaults",38,7,7,7,7,7,0,8,0,0.0
"org.jkiss.dbeaver.ext.clickhouse.model.ClickhouseSQLDialect",38,6,6,7,8,6,1,8,0,0.0
"org.jkiss.dbeaver.ui.editors.text.TextChangeHover",38,6,5,4,7,0,0,2,1,1.0
"org.jkiss.dbeaver.ui.project.PrefPageProjectUserProfiles",38,6,4,6,9,3,0,7,2,0.9
"org.jkiss.dbeaver.model.navigator.meta.DBXTreeIcon",38,5,5,5,5,4,0,4,4,0.625
"org.jkiss.dbeaver.registry.task.SchedulerDescriptor",38,5,5,6,6,5,1,8,4,0.625
"org.jkiss.dbeaver.ui.dashboard.registry.DashboardMapQueryDescriptor",38,5,5,5,6,4,1,6,3,0.75
"org.jkiss.dbeaver.ui.controls.resultset.ResultSetJobAbstract",38,5,5,5,7,5,2,7,2,0.875
"org.jkiss.dbeaver.ext.postgresql.model.data.PostgreBitStringValueHandler",38,4,2,5,11,8,1,10,1,1.3333333333333333
"org.jkiss.dbeaver.runtime.properties.PropertiesContributor",38,4,4,6,3,1,4,1,6,0.5
"org.jkiss.dbeaver.ui.dialogs.InformationDialog",38,4,1,5,7,0,1,2,0,0.0
"org.jkiss.dbeaver.model.sql.analyzer.builder.SchemaContainerBuilder",38,4,4,4,9,5,1,6,1,1.0
"org.jkiss.dbeaver.ext.hsqldb.model.HSQLSynonym",38,3,2,4,10,9,1,10,4,0.25
"org.jkiss.dbeaver.ext.postgresql.ui.editors.PostgreLockEditor",38,3,0,1,13,9,0,11,0,0.0
"org.jkiss.dbeaver.ext.snowflake.model.SnowflakeSQLDialect",38,3,3,5,13,9,1,11,0,0.0
"org.jkiss.dbeaver.ui.editors.binary.HexEditorService",38,3,3,4,8,2,0,3,1,1.0
"org.jkiss.dbeaver.ui.editors.sql.generator.SQLGeneratorPropertyTester",38,3,3,8,6,3,0,4,2,0.75
"org.jkiss.dbeaver.ui.navigator.actions.NavigatorHandlerCopyObject",38,3,0,6,9,6,1,7,0,0.0
"org.jkiss.dbeaver.ext.generic.data.GenericTimestampValueHandler",38,2,2,8,7,4,1,5,1,1.0
"org.jkiss.dbeaver.ui.charts.BaseChartDrawingSupplier",38,2,1,5,9,2,1,6,2,0.5
"org.jkiss.dbeaver.ext.postgresql.tools.maintenance.PostgreToolAnalyze",38,1,1,3,14,9,0,10,0,0.0
"org.jkiss.dbeaver.tasks.ui.nativetool.internal.TaskNativeUIMessages",38,1,0,1,1,0,7,1,29,0.0
"org.jkiss.dbeaver.model.exec.DBCScriptContext",37,13,13,1,2,0,5,0,5,0.8333333333333334
"org.jkiss.dbeaver.tools.transfer.stream.model.StreamDataSourceInfo",37,8,8,8,2,1,1,2,0,0.0
"org.jkiss.dbeaver.ext.exasol.model.ExasolGlobalObject",37,7,6,7,3,2,0,4,2,0.9166666666666666
"org.jkiss.dbeaver.ui.controls.folders.TabbedFolderState",37,7,7,10,2,0,2,2,4,0.7916666666666666
